GivenName,Surname,Gender,EmailAddress,TelephoneNumber,NationalID,Age,City,StreetAddress,ZipCode,NameSet,Birthday,StateFull
Quadrato,Pinto,male,QuadratoPinto@superrito.com,"0355 4750505",XW94052305,38,Steinmannwald,"Via Nazionale 14",39050,Italian,9/10/1981,Bolzano
Petronio,Palerma,male,PetronioPalerma@einrot.com,"0392 5140769",OD56960931,24,Vallebona,"Via Firenze 119",18012,Italian,9/7/1995,Imperia
Cristian,Marchesi,male,CristianMarchesi@superrito.com,"0314 1096212",IM88085237,49,Sorano,"Piazza Cardinale Riario Sforza 2",58010,Italian,2/25/1971,Grosseto
Vittore,Fanucci,male,VittoreFanucci@armyspy.com,"0370 4926220",CF79094052,52,"Lido Di Jesolo","Via Spalato 120",30017,Italian,4/20/1967,Venezia
Isauro,Romano,male,IsauroRomano@fleckens.hu,"0395 2029629",IT39325237,32,"Capezzano Monte","Via Bologna 16",55045,Italian,8/12/1987,Lucca
Diamante,Lucciano,male,DiamanteLucciano@teleworm.us,"0329 3620707",IA78825932,24,Villanova,"Via Domenico Morelli 102",65010,Italian,11/9/1995,Pescara
Gaspare,Cremonesi,male,GaspareCremonesi@armyspy.com,"0322 0927299",HU13550624,57,"Costa Valle Imagna","Via Giulio Petroni 92",24030,Italian,11/5/1962,Bergamo
Ilenia,Castiglione,female,IleniaCastiglione@cuvox.de,"0351 0830288",QP71874387,57,Tremezzo,"Viale Ippocrate 7",22019,Italian,4/21/1962,Como
Damiana,Lucchesi,female,DamianaLucchesi@rhyta.com,"0360 0665537",WD97061248,33,"Bassano Del Grappa","Lungodora Napoli 120",36061,Italian,5/3/1986,Vicenza
Benilde,Buccho,female,BenildeBuccho@jourrapide.com,"0362 8686239",DA58821428,26,Villaspeciosa,"Via degli Aldobrandeschi 72",09010,Italian,6/1/1993,Cagliari
Priscilla,Piazza,female,PriscillaPiazza@armyspy.com,"0387 6190466",MI35823697,26,Lecchi,"Via Scala 114",53010,Italian,8/23/1993,Siena
Fausta,Siciliano,female,FaustaSiciliano@fleckens.hu,"0392 7272535",QK97418701,32,"San Protaso","Via Torino 85",29017,Italian,5/23/1987,Piacenza
Alceo,Lucchesi,male,AlceoLucchesi@teleworm.us,"0326 5834012",JH46669733,42,"Santa Marinella","Via Galvani 74",00058,Italian,1/19/1978,Roma
Domenica,Pisani,female,DomenicaPisani@einrot.com,"0310 2261990",BM30546875,47,Ortodonico,"Vicolo Cieco Fondachetto 67",84060,Italian,1/15/1973,Salerno
Arrigo,Napolitano,male,ArrigoNapolitano@teleworm.us,"0384 2061088",JY1628443,24,"Abbadia Lariana","Via Antonio Beccadelli 27",23821,Italian,7/14/1995,Lecco
Algiso,Capon,male,AlgisoCapon@superrito.com,"0312 7651750",AW8061772,43,"Vighizzolo D'Este","Via Santa Teresa degli Scalzi 85",35040,Italian,3/30/1976,Padova
Matilde,Padovesi,female,MatildePadovesi@einrot.com,"0366 2903289",RY4981946,18,"Prato Allo Stelvio","Via di Santa Melania 100",39026,Italian,12/25/2001,Bolzano
Crescenzo,Fallaci,male,CrescenzoFallaci@superrito.com,"0317 7683292",QJ38219932,34,"Sant'Antonino Convento","Via Palermo 27",98051,Italian,11/29/1985,Messina
Agenore,Folliero,male,AgenoreFolliero@teleworm.us,"0315 5075097",CH9757106,58,"Ceglie Messapica","Via del Mascherone 47",72013,Italian,7/1/1961,Brindisi
Alcide,Lucchesi,male,AlcideLucchesi@rhyta.com,"0360 1654583",VR4002908,48,Sarre,"Via Callicratide 42",11010,Italian,1/3/1972,Aosta
Adalberta,Manfrin,female,AdalbertaManfrin@dayrep.com,"0358 7149838",QO68907058,58,"San Morello","Via Venezia 71",87060,Italian,3/11/1961,Cosenza
Nazario,Napolitani,male,NazarioNapolitani@einrot.com,"0327 3852066",PS3659043,63,"Villa Botteri","Via A.G. Alaimo 101",15070,Italian,8/8/1956,Alessandria
Angelica,Capon,female,AngelicaCapon@teleworm.us,"0380 9225496",SM79493381,18,Padova,"Via Sedile di Porto 5",35121,Italian,6/18/2001,Padova
Salvatore,Lettiere,male,SalvatoreLettiere@rhyta.com,"0320 3642755",HF71627667,24,Lazzate,"Via Nazario Sauro 145",20020,Italian,6/2/1995,Milano
Fiore,Rizzo,female,FioreRizzo@armyspy.com,"0378 7038864",HK36319098,30,"San Pietro Mussolino","Via del Carmine 118",36070,Italian,7/25/1989,Vicenza
Placido,Lori,male,PlacidoLori@fleckens.hu,"0330 1500396",UA52617041,53,Umbra,"Via Foria 56",71018,Italian,4/10/1966,Foggia
Consolata,Lucciano,female,ConsolataLucciano@dayrep.com,"0346 2869359",SW98660372,47,"Pian Di Casale","Via Archimede 119",40046,Italian,9/6/1972,Bologna
Leonardo,Lucchese,male,LeonardoLucchese@rhyta.com,"0361 1428552",IH85946895,37,Livorno,"Via Duomo 107",57100,Italian,1/26/1983,Livorno
Priscilla,Onio,female,PriscillaOnio@rhyta.com,"0365 3742239",KM93717902,30,Pracando,"Via Melisurgo 129",55010,Italian,3/10/1989,Lucca
Marilena,Lucchese,female,MarilenaLucchese@teleworm.us,"0360 2132813",GT17015021,50,"Roseto Degli Abruzzi","Via Scuderlando 117",64026,Italian,3/17/1969,Teramo
Eugenio,Ferrari,male,EugenioFerrari@superrito.com,"0372 4900981",PJ72247442,47,Maranzana,"Via Roma 132",14040,Italian,9/21/1972,Asti
Lorena,Giordano,female,LorenaGiordano@einrot.com,"0342 3389551",IW38053829,37,"Penna Sant'Andrea","Via Scuderlando 38",64039,Italian,6/29/1982,Teramo
Ninfa,Genovese,female,NinfaGenovese@einrot.com,"0338 4088173",TP28304221,32,Medea,"Via Medina 127",34076,Italian,9/23/1987,Gorizia
Manlio,Arcuri,male,ManlioArcuri@rhyta.com,"0371 1082933",SO66284420,25,Vandorno,"Strada Statale 31",13900,Italian,5/18/1994,Biella
Greta,Trentini,female,GretaTrentini@rhyta.com,"0317 0375828",LY92013441,60,Iglesias,"Via del Viminale 24",09016,Italian,10/28/1959,Cagliari
Biagio,Udinesi,male,BiagioUdinesi@teleworm.us,"0356 8577410",NK49856204,26,Calvi,"Via Piccinni 98",82018,Italian,9/5/1993,Benevento
Rocco,Barese,male,RoccoBarese@rhyta.com,"0357 3725293",EN66033380,44,"Quinto Vicentino","Via del Carmine 25",36050,Italian,4/28/1975,Vicenza
Flavio,Panicucci,male,FlavioPanicucci@fleckens.hu,"0338 5690855",IJ92995518,66,"Montalto Pavese","Via Alessandro Manzoni 97",27040,Italian,5/6/1953,Pavia
Silvano,Lombardi,male,SilvanoLombardi@cuvox.de,"0346 2688050",PL13799564,49,Casellina,"Via Francesco Del Giudice 112",50018,Italian,8/20/1970,Firenze
Paride,Marino,male,ParideMarino@dayrep.com,"0373 6937643",EN27962676,21,"Fossalta Di Trebaseleghe","Via Sedile di Porto 138",35010,Italian,5/16/1998,Padova
Flaviana,Iadanza,female,FlavianaIadanza@teleworm.us,"0363 4011425",FS27563731,21,Teor,"Via Sacchi 35",33050,Italian,7/14/1998,Udine
Giordano,Siciliani,male,GiordanoSiciliani@rhyta.com,"0325 5182280",LU67782906,64,Collelungo,"Stradone Antonio Provolo 85",05010,Italian,12/17/1955,Termi
Tolomeo,Cattaneo,male,TolomeoCattaneo@gustr.com,"0327 9255616",IM73478903,39,Mirandola,"Piazza Bovio 78",41037,Italian,1/13/1981,Modena
"Palmira ",Fiorentino,female,PalmiraFiorentino@cuvox.de,"0338 0732637",MC75847279,43,Pisignano,"Via Pisanelli 136",48010,Italian,1/21/1977,Ravenna
Ulderico,Palerma,male,UldericoPalerma@rhyta.com,"0337 5582290",RN58275804,55,Mogoro,"Via Croce Rossa 35",09095,Italian,4/6/1964,Oristano
Abela,Castiglione,female,AbelaCastiglione@cuvox.de,"0348 1572036",OY28609521,39,Striano,"Via Nicola Mignogna 115",80040,Italian,11/23/1980,Napoli
Azelio,Barese,male,AzelioBarese@jourrapide.com,"0394 5931131",XR84521468,38,"Moschetta Di Locri","Via Antonio da Legnago 146",89040,Italian,1/9/1982,"Reggio Calabria"
Giuliana,Buccho,female,GiulianaBuccho@jourrapide.com,"0327 9586988",RP31085346,29,Roccafranca,"Via dei Serpenti 16",25030,Italian,3/14/1990,Brescia
Jacopo,Trevisano,male,JacopoTrevisano@gustr.com,"0323 5804208",FY2286770,32,Nebbiuno,"Via Nicola Mignogna 121",28010,Italian,6/23/1987,Novara
Ilario,Siciliani,male,IlarioSiciliani@teleworm.us,"0346 8189730",IV11184279,23,"Santa Maria La Longa","Via Sacchi 2",33050,Italian,8/3/1996,Udine
Artemia,Pinto,female,ArtemiaPinto@teleworm.us,"0354 1958366",CU86004173,21,Zocco,"Via del Mascherone 43",25030,Italian,5/16/1998,Brescia
Fabrizio,Ricci,male,FabrizioRicci@cuvox.de,"0374 8341893",KE17069042,24,Montegranaro,"Via Loreto 58",63014,Italian,10/26/1995,"Ascoli Piceno"
Geronima,Lombardo,female,GeronimaLombardo@superrito.com,"0390 1360079",UT81629030,62,"Borgo San Martino Di Cerveteri","Via Colonnello Galliano 13",00050,Italian,5/11/1957,Roma
Isidoro,Gallo,male,IsidoroGallo@rhyta.com,"0399 0002429",ME66674033,32,"St. Johann im Ahrntal","Via Nazionale 46",39030,Italian,10/20/1987,Bolzano
Amalia,Udinese,female,AmaliaUdinese@jourrapide.com,"0384 3315637",FZ66017491,43,Carlopoli,"Piazza della Repubblica 110",88040,Italian,4/8/1976,Catanzaro
Diana,Fanucci,female,DianaFanucci@superrito.com,"0364 0140850",PZ78483218,60,Castellaro,"Via A.G. Alaimo 68",60040,Italian,7/10/1959,Ancona
Crescente,"Lo Duca",male,CrescenteLoDuca@cuvox.de,"0395 5220262",RI17116878,34,Aritzo,"Via Donnalbina 113",08031,Italian,8/17/1985,Nuoro
Enzo,Trentino,male,EnzoTrentino@fleckens.hu,"0395 0704101",XI40074697,22,Luni,"Via Nolana 30",19034,Italian,12/30/1997,"La Spezia"
Rosetta,Udinese,female,RosettaUdinese@jourrapide.com,"0324 7168970",QK85560488,51,Fontanelle,"Via Cavour 65",81057,Italian,3/12/1968,Caserta
Olindo,Trentino,male,OlindoTrentino@rhyta.com,"0345 1101914",TD86364168,50,"Francavilla D'Ete","Via Loreto 145",63010,Italian,11/24/1969,"Ascoli Piceno"
Ornella,Lucchesi,female,OrnellaLucchesi@einrot.com,"0399 4807493",MH47682827,19,"San Mosti","Via Venezia 97",87010,Italian,8/10/2000,Cosenza
Palmiro,Ferri,male,PalmiroFerri@dayrep.com,"0312 6338612",HR99746480,59,"Finale Emilia","Piazza Bovio 81",41034,Italian,5/2/1960,Modena
Affiano,Moretti,male,AffianoMoretti@dayrep.com,"0372 4040873",YC60908676,35,Aliano,"Via Pasquale Scura 19",75010,Italian,8/13/1984,Matera
Protasio,Milanesi,male,ProtasioMilanesi@gustr.com,"0338 5355232",DQ5511151,23,"Boffalora Sopra Ticino","Via Palermo 148",20010,Italian,10/22/1996,Milano
Clelia,Trevisano,female,CleliaTrevisano@armyspy.com,"0313 6387102",PP83517440,50,"San Martino Al Cimino","Via Lagrange 97",01030,Italian,10/6/1969,Viterbo
Alfonsina,Piccio,female,AlfonsinaPiccio@rhyta.com,"0365 2069232",FQ64472467,55,"Challand Saint Anselme","Via delle Viole 97",11020,Italian,5/6/1964,Aosta
Ignazio,Colombo,male,IgnazioColombo@fleckens.hu,"0391 8047359",CI8559946,27,Pistoia,"Corso Vittorio Emanuale 96",51100,Italian,1/23/1993,Pistoia
Benedetto,Lori,male,BenedettoLori@fleckens.hu,"0360 7929294",IX51367420,55,"San Giacomo Di Cerzeto","Via Venezia 38",87040,Italian,12/22/1964,Cosenza
Giuliano,Toscani,male,GiulianoToscani@armyspy.com,"0372 8353231",ME65114854,21,Palizzi,"Via Antonio da Legnago 24",89030,Italian,2/24/1999,"Reggio Calabria"
Serafino,Romano,male,SerafinoRomano@armyspy.com,"0348 4148852",CA53915195,34,Montegaldella,"Via del Carmine 67",36047,Italian,1/13/1986,Vicenza
Manlio,Romano,male,ManlioRomano@jourrapide.com,"0374 6242533",OI16077733,41,Parabita,"Via Antonio Beccadelli 85",73052,Italian,11/9/1978,Lecce
Boris,Greece,male,BorisGreece@dayrep.com,"0318 4478595",MX28695158,58,Maida,"Piazza della Repubblica 82",88025,Italian,7/31/1961,Catanzaro
Ninfa,Bianchi,female,NinfaBianchi@superrito.com,"0349 5636698",EI77606397,26,"Cisano Sul Neva","Via Vipacco 97",17035,Italian,10/20/1993,Savona
Espedito,Rossi,male,EspeditoRossi@rhyta.com,"0379 0850663",RL61443330,58,Arnasco,"Via Vipacco 133",17032,Italian,11/13/1961,Savona
Violanda,Toscano,female,ViolandaToscano@dayrep.com,"0310 8546946",OC56366580,56,Fregona,"Vicolo Tre Marchetti 117",31010,Italian,6/19/1963,Treviso
Gaspare,Monaldo,male,GaspareMonaldo@gustr.com,"0367 8159407",XJ21939176,55,Claut,"Corso Vittorio Emanuale 104",33080,Italian,12/5/1964,Pordenone
Gigliola,Cattaneo,female,GigliolaCattaneo@cuvox.de,"0322 9947600",AN39972240,37,Loppeglia,"Via Bologna 128",55060,Italian,9/2/1982,Lucca
Natalino,Sabbatini,male,NatalinoSabbatini@fleckens.hu,"0331 2338101",FJ89713015,38,Candiolo,"Via Adua 133",10060,Italian,7/1/1981,Torino
Donnino,Pugliesi,male,DonninoPugliesi@einrot.com,"0399 5738792",KK58289770,44,Sferracavallo,"Via Genova 15",90148,Italian,8/25/1975,Palermo
Ulisse,Mazzanti,male,UlisseMazzanti@gustr.com,"0380 9179302",VG34158113,26,Mongiardino,"Via delle Azalee 75",15070,Italian,10/25/1993,Alessandria
Livio,Palerma,male,LivioPalerma@fleckens.hu,"0374 7382711",TJ82949792,25,Ravagnese,"Via Giulio Camuzzoni 68",89067,Italian,9/29/1994,"Reggio Calabria"
Diego,Lombardi,male,DiegoLombardi@cuvox.de,"0379 1546709",IN85375075,25,Roccafinadamo,"Via Domenico Morelli 38",65010,Italian,8/30/1994,Pescara
Giuliano,Schiavone,male,GiulianoSchiavone@teleworm.us,"0343 7427833",ZK21961526,47,Carlopoli,"Piazza della Repubblica 44",88040,Italian,3/14/1972,Catanzaro
Emanuela,Piazza,female,EmanuelaPiazza@armyspy.com,"0315 9670431",ZA51518707,47,Ancona,"Via A.G. Alaimo 102",60100,Italian,11/4/1972,Ancona
Pupetta,Trevisano,female,PupettaTrevisano@rhyta.com,"0343 7271570",ZX63978125,30,"San Martino Spino","Via Giacinto Gigante 81",41030,Italian,9/18/1989,Modena
Lelia,Pisano,female,LeliaPisano@dayrep.com,"0356 2292691",WZ27506917,49,"San Felice Val Di Non","Via di Santa Melania 3",39010,Italian,3/27/1970,Bolzano
Liviana,Sabbatini,female,LivianaSabbatini@jourrapide.com,"0399 0101625",CJ68620489,18,Firenze,"Piazza Principe Umberto 64",50135,Italian,10/22/2001,Firenze
Gustavo,DeRose,male,GustavoDeRose@rhyta.com,"0316 6664346",OT84753864,40,"Sa Perta Ruia","Corso Novara 45",08020,Italian,7/19/1979,Nuoro
Arabella,Milanesi,female,ArabellaMilanesi@rhyta.com,"0389 2625637",RT74146954,58,"Cella Monte","Via delle Azalee 76",15034,Italian,2/5/1962,Alessandria
Agostino,Ricci,male,AgostinoRicci@dayrep.com,"0342 9594731",XJ83475698,28,Calde,"Via Corio 134",21010,Italian,2/28/1992,Varese
Carmen,Iadanza,male,CarmenIadanza@cuvox.de,"0367 9270455",YN50591588,61,Pometo,"Via Alessandro Manzoni 113",27040,Italian,4/1/1958,Pavia
Lucilla,Endrizzi,female,LucillaEndrizzi@dayrep.com,"0365 0174653",LF4307148,35,"Motta Di Livenza","Vicolo Tre Marchetti 97",31045,Italian,12/12/1984,Treviso
Amelia,Fiorentini,female,AmeliaFiorentini@armyspy.com,"0323 0012469",GQ33149640,66,"Rocchetta Di Fabriano","Via delle Viole 148",60040,Italian,3/14/1953,Ancona
Claudio,Lombardi,male,ClaudioLombardi@superrito.com,"0321 6315058",ZP21753468,63,Curtarolo,"Via Sedile di Porto 72",35010,Italian,12/27/1956,Padova
Primo,Trentino,male,PrimoTrentino@jourrapide.com,"0326 7630607",HQ9991578,61,"Maiolati Spontini","Via A.G. Alaimo 60",60030,Italian,10/7/1958,Ancona
Maurizio,Ferrari,male,MaurizioFerrari@cuvox.de,"0376 2601316",SD88275583,46,Decimomannu,"Via del Viminale 100",09033,Italian,4/18/1973,Cagliari
Athos,Toscano,male,AthosToscano@superrito.com,"0318 7400483",YG20867583,18,"Alba Adriatica","Strada Bresciana 50",64011,Italian,9/15/2001,Teramo
Marzia,Barese,female,MarziaBarese@dayrep.com,"0321 7472664",KT82665090,50,"Ceriano Laghetto","Via Nazario Sauro 16",20020,Italian,11/2/1969,Milano
Basso,Lombardo,male,BassoLombardo@dayrep.com,"0341 6183576",PN15399754,22,Pietrapennata,"Via Antonio da Legnago 32",89030,Italian,7/20/1997,"Reggio Calabria"
Tancredi,Nucci,male,TancrediNucci@rhyta.com,"0369 8699638",HQ61227821,23,Sovizzo,"Via del Carmine 13",36050,Italian,6/16/1996,Vicenza
Salvatore,Milani,male,SalvatoreMilani@armyspy.com,"0322 7607954",AM41760114,61,Saliceto,"Piazza Trieste e Trento 102",12079,Italian,8/17/1958,Cuneo
Lanfranco,Greece,male,LanfrancoGreece@jourrapide.com,"0356 8827354",RB39990454,38,"Marano Marchesato","Via Venezia 136",87040,Italian,3/21/1981,Cosenza
Amerigo,Boni,male,AmerigoBoni@armyspy.com,"0339 8960729",EQ1453517,52,Agnadello,"Via Alfredo Fusco 43",26020,Italian,6/10/1967,Cremona
Tamara,Sal,female,TamaraSal@superrito.com,"0338 1851405",NB80642896,32,Campertogno,"Piazza San Carlo 108",13023,Italian,7/27/1987,Vercelli
Leonardo,Toscano,male,LeonardoToscano@einrot.com,"0351 6756701",YK39997724,49,Perrero,"Via Volto San Luca 102",10060,Italian,4/9/1970,Torino
Sofia,Barese,female,SofiaBarese@armyspy.com,"0366 8737272",LK36401382,60,Sois,"Via Nicolai 93",32100,Italian,6/18/1959,Belluno
Germana,Napolitano,female,GermanaNapolitano@rhyta.com,"0357 7115170",SJ75450849,24,Poggiofiorito,"Via Torre di Mezzavia 137",66030,Italian,10/5/1995,Chieti
Adelaide,Toscano,female,AdelaideToscano@dayrep.com,"0366 9383842",GS24003975,32,Divieto,"Via San Domenico Soriano 122",98040,Italian,1/16/1988,Messina
Lilla,Trentini,female,LillaTrentini@einrot.com,"0372 6725813",LC84890447,58,Zone,"Via del Mascherone 17",25050,Italian,10/8/1961,Brescia
Carmela,Ferri,female,CarmelaFerri@dayrep.com,"0389 9277819",TP20705098,19,Verona,"Via Giotto 109",37100,Italian,11/6/2000,Verona
Felicita,Colombo,female,FelicitaColombo@cuvox.de,"0399 8339445",NQ23858496,32,"Petrella Liri","Via Catullo 99",67060,Italian,11/21/1987,L'Aquila
Prisca,Romani,female,PriscaRomani@gustr.com,"0374 9964360",FP50952601,54,Pignone,"Via Nolana 89",19020,Italian,3/13/1965,"La Spezia"
Galileo,Cocci,male,GalileoCocci@fleckens.hu,"0387 3834733",YI66652884,46,Montemagno,"Via Melisurgo 34",55040,Italian,12/6/1973,Lucca
Indro,Arcuri,male,IndroArcuri@rhyta.com,"0393 5448445",KS70636473,23,Villefranche,"Via Callicratide 32",11020,Italian,5/14/1996,Aosta
Lodovica,Panicucci,female,LodovicaPanicucci@rhyta.com,"0393 0543931",PU36080457,56,"San Vittore","Via Giotto 25",37030,Italian,6/11/1963,Verona
Uberto,Ferri,male,UbertoFerri@superrito.com,"0325 1699380",PS17399687,35,"Blavy Nus","Via delle Viole 108",11020,Italian,11/27/1984,Aosta
Fosca,Esposito,female,FoscaEsposito@cuvox.de,"0352 6187109",SO21923085,25,Monteduro,"Corso Porta Nuova 146",42035,Italian,8/15/1994,"Reggio Emilia"
Ivana,Castiglione,female,IvanaCastiglione@rhyta.com,"0317 8050027",NZ47378561,34,Olmi,"Corso Vittorio Emanuale 82",51038,Italian,9/1/1985,Pistoia
Landolfo,Lucciano,male,LandolfoLucciano@einrot.com,"0319 9187065",HO54828934,61,Stuffione,"Via Giacinto Gigante 64",41017,Italian,3/8/1958,Modena
Merigo,Greece,male,MerigoGreece@superrito.com,"0393 6703929",YK3882205,52,Burolo,"Via Adua 75",10010,Italian,2/4/1968,Torino
Vittorio,Piccio,male,VittorioPiccio@dayrep.com,"0326 7523779",VF13727866,22,Colognole,"Via Duomo 114",57010,Italian,7/29/1997,Livorno
Rosario,Baresi,male,RosarioBaresi@armyspy.com,"0371 0719696",IT88707422,46,"Fontana Liri Superiore","Corso Garibaldi 39",03030,Italian,10/27/1973,Frosinone
Jacopo,Beneventi,male,JacopoBeneventi@einrot.com,"0349 7743933",KO90139904,62,"Oliveto Citra","Vicolo Cieco Fondachetto 110",84020,Italian,8/3/1957,Salerno
Quinzia,Colombo,female,QuinziaColombo@teleworm.us,"0398 5973508",ZB90690196,64,Monteromano,"Via Pisanelli 43",48010,Italian,7/4/1955,Ravenna
Sandra,Greece,female,SandraGreece@armyspy.com,"0373 0141294",BT6739613,40,Castelmauro,"Via degli Aldobrandeschi 98",86031,Italian,5/31/1979,Campobasso
Abelino,Lucchesi,male,AbelinoLucchesi@rhyta.com,"0340 0577118",PV43145428,53,"Castelnuovo Nigra","Via Giberti 95",10080,Italian,1/1/1967,Torino
Rosina,Schiavone,female,RosinaSchiavone@einrot.com,"0376 8810075",RD84564321,60,"Malpensa Aeroporto","Via Corio 150",21010,Italian,6/29/1959,Varese
Dionisia,Siciliani,female,DionisiaSiciliani@fleckens.hu,"0364 8167855",XI12151506,22,"San Quirico","Corso Vittorio Emanuele 15",58010,Italian,6/20/1997,Grosseto
Gaspare,Padovano,male,GasparePadovano@cuvox.de,"0354 0166985",XC52220965,53,Gorra,"Via Vipacco 42",17024,Italian,10/31/1966,Savona
Nino,Costa,male,NinoCosta@rhyta.com,"0322 5492360",UT40087822,26,"Polizzi Generosa","Via Genova 97",90028,Italian,7/1/1993,Palermo
Terenzio,Angelo,male,TerenzioAngelo@cuvox.de,"0365 4791072",DK68314814,38,Leonacco,"Via Paolo Gaidano 25",33019,Italian,10/22/1981,Udine
Ilaria,Padovano,female,IlariaPadovano@jourrapide.com,"0328 6742824",FV42493483,41,"San Potito Ultra","Via Licola Patria 18",83050,Italian,9/14/1978,Avellino
Nicla,Piccio,female,NiclaPiccio@einrot.com,"0357 2819470",JK10206931,65,Quintodecimo,"Via Loreto 20",63041,Italian,9/26/1954,"Ascoli Piceno"
Brigida,DeRose,female,BrigidaDeRose@dayrep.com,"0356 9367210",WO77274983,65,Cremnago,"Via Carlo Alberto 134",22044,Italian,4/16/1954,Como
Emiliano,Conti,male,EmilianoConti@gustr.com,"0393 9321164",ID83322084,28,Fossone,"Via Santa Maria di Costantinopoli 16",54030,Italian,5/8/1991,Massa
Michela,Greece,female,MichelaGreece@fleckens.hu,"0355 6358368",HR95211580,27,Felina,"Corso Porta Nuova 149",42038,Italian,7/7/1992,"Reggio Emilia"
Averardo,Rizzo,male,AverardoRizzo@fleckens.hu,"0394 1057732",WF20702212,53,Messina,"Via Nuova del Campo 111",98159,Italian,11/23/1966,Messina
Quintiliano,Buccho,male,QuintilianoBuccho@einrot.com,"0346 5780356",MY24241322,25,"Pisticci Scalo","Via Pasquale Scura 91",75015,Italian,12/11/1994,Matera
Verdiana,Onio,female,VerdianaOnio@teleworm.us,"0364 6225850",IQ22998307,26,Bostone,"Via Capo le Case 75",25089,Italian,12/25/1993,Brescia
Timoteo,Cremonesi,male,TimoteoCremonesi@rhyta.com,"0385 3040273",JQ40108318,20,Aglietti,"Via Lombardi 27",13836,Italian,10/5/1999,Biella
Aurelia,Buccho,female,AureliaBuccho@gustr.com,"0375 8712016",ZR46601735,57,Metanopoli,"Via San Cosmo fuori Porta Nolana 102",20097,Italian,2/26/1963,Milano
Viviana,Calabresi,female,VivianaCalabresi@einrot.com,"0315 0715828",NA40886201,42,"Ponte Al Bozzone","Via Santa Teresa 145",53030,Italian,12/11/1977,Siena
Quintilio,Lori,male,QuintilioLori@einrot.com,"0381 8762546",UL59578641,52,"Tagliolo Monferrato","Via Acrone 3",15070,Italian,8/5/1967,Alessandria
Gerardo,Conti,male,GerardoConti@armyspy.com,"0399 5305134",BR80274206,53,Acquabona,"Corso Alcide De Gasperi 120",32043,Italian,12/12/1966,Belluno
Elsa,Beneventi,female,ElsaBeneventi@fleckens.hu,"0317 4677432",TQ49594136,33,"San Giorgio","Corso Alcide De Gasperi 141",70040,Italian,4/23/1986,Bari
Ambrosino,Mancini,male,AmbrosinoMancini@armyspy.com,"0377 3064001",AQ97260710,63,Crosara,"Lungodora Napoli 8",36063,Italian,7/13/1956,Vicenza
"Sabina ","De Luca",female,SabinaDeLuca@dayrep.com,"0324 2378109",HU20564182,26,"Sartirana Lomellina","Vico Giganti 60",27020,Italian,12/7/1993,Pavia
